gene_id,gene_name,essential_status,phenotype_summary,evidence_count,source_file
S000000240,CSG2,Ambiguous,"null | autophagy: absent | nitrogen starvation | vacuolar processing of GFP-Atg8, degradation of GFP-50Q (50 poly-glutamine), vacuolar transport of RFP-Ape1p and vacuolar delivery of pho8Δ60 are absent in amino acid starved cells; indicative of an essential role for CSG2 in nitrogen-starvation induced autophagy; autophagy is restored by deletion of PMR1, or treatment with EDTA, EGTA, or BAPTA ; null | autophagy: absent | glucose starvation | vacuolar processing of GFP-Atg8 is absent in glucose-starved cells, indicating an essential role for CSG2 in glucose-starvation induced autophagy; autophagy is restored by treatment with EDTA or EGTA ; null | autophagy: absent | nitrogen starvation | vacuolar processing of GFP-Atg8 is absent in amino acid starved cells, indicating an essential role of the TMDs in nitrogen-starvation induced autophagy",20,./data\raw\sgd\phenotype_data.tab
S000000241,SCO1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000242,CHS2,Essential,overexpression | inviable | cells grow in chains before dying ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000000243,ATP3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000244,FIG1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000245,FAT1,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000000246,CST26,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000247,QDR3,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000248,TCM62,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000249,GIP1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000250,ZTA1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000251,FMP23,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000000252,S000000252,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000253,REB1,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000000254,REG2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000255,YBR051W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000256,RFS1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000257,YBR053C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000258,YRO2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000259,PRP6,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",3,./data\raw\sgd\phenotype_data.tab
S000000260,MRX18,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000261,MUM2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000262,UBP14,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000263,AKL1,Ambiguous,"overexpression | viability: decreased ; null | viable ; overexpression | inviable | overexpression of wt Akl1 or non-phosphorylatable Akl1-S960A/S1072A is toxic, while kinase-dead akl1-D181Y does not affect growth",4,./data\raw\sgd\phenotype_data.tab
S000000264,ORC2,Ambiguous,conditional | viability: decreased | elevated temperature (37°C) | alpha-factor block release | loss of viability concurrent with entry into S-phase ; unspecified | viable ; null | inviable,6,./data\raw\sgd\phenotype_data.tab
S000000265,TRM7,Ambiguous,"null | viable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions ; null | cell death: increased | acetic acid (80mM) | increased percentage of non-viable cells after acute exposure to acetic acid induced oxidative stress",5,./data\raw\sgd\phenotype_data.tab
S000000266,S000000266,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000000267,CNM1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000268,YBR064W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000269,ECM2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000270,NRG2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000271,TIP1,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000000272,BAP2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000273,TAT1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000274,ALG14,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",3,./data\raw\sgd\phenotype_data.tab
S000000275,YBR071W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000276,HSP26,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000277,RDH54,Ambiguous,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,2,./data\raw\sgd\phenotype_data.tab
S000000278,PFF1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000280,ECM8,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000281,SLM4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000282,S000000282,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000283,RPG1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000000284,SEC18,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable",3,./data\raw\sgd\phenotype_data.tab
S000000285,SPT7,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000286,S000000286,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000287,TEC1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000288,MIS1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000289,AAC3,Ambiguous,"null | viability: decreased | cisplatin (0.5mM) | clonogenic survival, the ratio of the number of CFUs after CDDP treatment in null cells vs parental controls, is decreased ; null | viable",3,./data\raw\sgd\phenotype_data.tab
S000000290,IST2,Ambiguous,"null | viable ; null | desiccation resistance: decreased | stationary | dehydration-rehydration | viability reduced from 36% to 8.6% after stationary phase cells are dehydrated, reducing water content to 8-10%, followed by rapid rehydration; viability is reduced from 53% to 10% with gradual rehydration",2,./data\raw\sgd\phenotype_data.tab
S000000291,RFC5,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; null | inviable",3,./data\raw\sgd\phenotype_data.tab
S000000292,POL30,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; null | inviable",3,./data\raw\sgd\phenotype_data.tab
S000000293,YBR089W,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000000294,S000000294,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000295,TIM12,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000000296,PHO3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000297,PHO5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000298,PBY1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000299,RXT2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000300,YBR096W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000301,VPS15,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000302,MMS4,Ambiguous,null | viability: decreased ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000303,YBR099C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000305,FES1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000306,EXO84,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",4,./data\raw\sgd\phenotype_data.tab
S000000307,SIF2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000308,YMC2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000309,VID24,Ambiguous,null | viability: decreased | viability decreased from 136 - 188 hours ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000310,SND3,Ambiguous,null | viable ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000000311,IML3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000312,AIM3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000313,CMD1,Essential,null | inviable ; conditional | inviable | elevated temperature (30°C) | ploidy-specific lethality; tetraploid derivative of the ts allele is temperature sensitive at 30°C and above,3,./data\raw\sgd\phenotype_data.tab
S000000314,ALG1,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000000315,YSA1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000316,CYC8,Ambiguous,null | viable ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000000317,YBR113W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000318,RAD16,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000319,LYS2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000320,YBR116C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000321,TKL2,Ambiguous,null | oxidative stress resistance: decreased | hydrogen peroxide | decreased viability in high concentrations of H2O2 after exposure to low concentrations ; null | viable,3,./data\raw\sgd\phenotype_data.tab
S000000322,TEF2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000323,S000000323,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000324,CBP6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000325,GRS1,Essential,null | inviable ; reduction of function | inviable,3,./data\raw\sgd\phenotype_data.tab
S000000326,MRPL36,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000327,TFC1,Ambiguous,null | viable ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000000328,YBR124W,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000000329,PTC4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000330,TPS1,Ambiguous,null | viability: decreased ; null | spore germination: decreased | YPG media | store viability reduced from 98% to 69% ; null | viable,3,./data\raw\sgd\phenotype_data.tab
S000000331,VMA2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000332,ATG14,Ambiguous,null | viability: decreased | nitrogen starvation ; reduction of function | viability: decreased | nitrogen starvation ; null | viable,8,./data\raw\sgd\phenotype_data.tab
S000000333,OPY1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000334,SHE3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000335,CCZ1,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",5,./data\raw\sgd\phenotype_data.tab
S000000336,AGP2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000337,HSL7,Ambiguous,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid",4,./data\raw\sgd\phenotype_data.tab
S000000338,YBR134W,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000339,CKS1,Ambiguous,repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; null | viable ; null | inviable | germinate to to form microcolonies of less than 50 cells,5,./data\raw\sgd\phenotype_data.tab
S000000340,MEC1,Essential,reduction of function | viability: decreased | Mutant defective in recovery after DNA repair ; null | protein/peptide modification: absent | experiments done in a sml1 mutant background in order to suppress the lethality of MEC1 deletion | Rad26 ; null | resistance to chemicals: decreased | methylglyoxal (4mM) | increased sensitivity to methylglyoxal; experiment done in an sml1 null mutant background in order to suppress the lethality of the MEC1 deletion,13,./data\raw\sgd\phenotype_data.tab
S000000341,YBR137W,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000000342,YBR138C,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000000343,ATG42,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000344,IRA1,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000000345,BMT2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000346,MAK5,Essential,null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000000347,SUP45,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000000348,YBR144C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000349,ADH5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000350,MRPS9,Ambiguous,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,2,./data\raw\sgd\phenotype_data.tab
S000000351,RTC2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000000352,YSW1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000353,ARA1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000354,TBS1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000000355,APD1,Ambiguous,"null | viable ; null | resistance to chemicals: decreased | 2,3,4-trihydroxbenzophenone (25µM) | lethal on solid media at 25 µM and in liquid media at 50 µM ; reduction of function | resistance to chemicals: decreased | 2,3,4-trihydroxbenzophenone (50µM) | mutation of highly conserved TLF domain cysteine, potentially involved in metallocenter coordination, results in lethality",9,./data\raw\sgd\phenotype_data.tab
S000000356,SPP381,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000000357,RIB7,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000000358,RPB5,Essential,conditional | viability: decreased | elevated temperature (34°C) ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000000359,CNS1,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000000360,SLI15,Ambiguous,null | viable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,2,./data\raw\sgd\phenotype_data.tab
