model_key,alpha,p_event,replicate_count,gate_passing_fraction_mean,gate_passing_fraction_sd,structural_effective_shannon_mean,structural_effective_shannon_sd,rarefied_structural_effective_shannon_mean,rarefied_structural_effective_shannon_sd
linear_distance,2.0,0.09,5,0.75164,0.002639696952303467,1553.2887995542496,78.93478295735848,1132.3845359688214,54.01153662109454
linear_distance,2.0,0.12,5,0.68038,0.005275130330143514,2955.3960204886835,42.575281815287155,2226.4725289473486,37.64255607565268
partial_hic_fallback,2.0,0.09,5,0.5854,0.005852777118599388,826.9156287175083,27.199490244850864,722.721816847364,24.34295577084567
partial_hic_fallback,2.0,0.12,5,0.48986,0.005033189843429317,1633.3976385113408,85.88071440347862,1617.661988968704,71.99292237713469
